Title,Artist,ConstituentID,Nationality,Gender,Date,Classification,Department,ObjectID,URL,ThumbnailURL
The Tomb of the Lonely Soldier,Jockum Nordström,8452,Swedish,Male,2000,Drawing,Drawings & Prints,82220,http://www.moma.org/collection/works/82220,http://www.moma.org/media/W1siZiIsIjk3NjE3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3b91198f7e37d469
Waiting for Beginnings,Jockum Nordström,8452,Swedish,Male,2000,Drawing,Drawings & Prints,82221,http://www.moma.org/collection/works/82221,http://www.moma.org/media/W1siZiIsIjIyNzI4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=48ff769ad65b92ba
Rosie Comon,Jim Nutt,4348,American,Male,1968,Drawing,Drawings & Prints,82222,http://www.moma.org/collection/works/82222,http://www.moma.org/media/W1siZiIsIjg4ODYyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=611395d01b0f03ad
4.5.1999 (99/26),Gerhard Richter,4907,German,Male,1999,Drawing,Drawings & Prints,82224,http://www.moma.org/collection/works/82224,http://www.moma.org/media/W1siZiIsIjI1MjAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37a9c07f6ebcbe90
4.5.1999 (99/27),Gerhard Richter,4907,German,Male,1999,Drawing,Drawings & Prints,82225,http://www.moma.org/collection/works/82225,http://www.moma.org/media/W1siZiIsIjk3NjIwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=347f8fb768ecfd91
6.5.1999 (99/34),Gerhard Richter,4907,German,Male,1999,Drawing,Drawings & Prints,82226,http://www.moma.org/collection/works/82226,http://www.moma.org/media/W1siZiIsIjE2MTIzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6dd44db43081019d
10.5.1999 (99/35),Gerhard Richter,4907,German,Male,1999,Drawing,Drawings & Prints,82227,http://www.moma.org/collection/works/82227,http://www.moma.org/media/W1siZiIsIjM0MjcyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=be68b32f0ac570cc
3.6.1999 (99/44),Gerhard Richter,4907,German,Male,1999,Drawing,Drawings & Prints,82228,http://www.moma.org/collection/works/82228,http://www.moma.org/media/W1siZiIsIjExNzI5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=845e23ed22becc2a
4.6.1999 (99/45),Gerhard Richter,4907,German,Male,1999,Drawing,Drawings & Prints,82229,http://www.moma.org/collection/works/82229,http://www.moma.org/media/W1siZiIsIjc2NjgwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bba47640126917d2
Ohne Titel,Dieter Roth,5042,Swiss,Male,1979,Drawing,Drawings & Prints,82230,http://www.moma.org/collection/works/82230,http://www.moma.org/media/W1siZiIsIjg1OTQ3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8b902bd977d3f2e4
Deadweight V (Memphis),Richard Serra,5349,American,Male,1991,Drawing,Drawings & Prints,82234,http://www.moma.org/collection/works/82234,http://www.moma.org/media/W1siZiIsIjIwMDE5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=880dea9588b7e3c5
Dream Drawing (I had a bunch of junk and artwork...),Jim Shaw,7968,American,Male,1994,Drawing,Drawings & Prints,82235,http://www.moma.org/collection/works/82235,http://www.moma.org/media/W1siZiIsIjMxMTk3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c32bf20972b3c52
Dream Drawing (I was seeing an old atomic bomb test...),Jim Shaw,7968,American,Male,1995,Drawing,Drawings & Prints,82236,http://www.moma.org/collection/works/82236,http://www.moma.org/media/W1siZiIsIjkzODgwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5f486655db19f65b
Dream Drawing (A comic story I was working on...),Jim Shaw,7968,American,Male,1997,Drawing,Drawings & Prints,82237,http://www.moma.org/collection/works/82237,http://www.moma.org/media/W1siZiIsIjk1MTY1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d02ad6bd76f43a7a
A-Z Logo Study,Andrea Zittel,7525,American,Female,1996,Drawing,Drawings & Prints,82239,http://www.moma.org/collection/works/82239,http://www.moma.org/media/W1siZiIsIjIzNTA2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce004333b4c58512
Study for Ottomans,Andrea Zittel,7525,American,Female,1994,Drawing,Drawings & Prints,82240,http://www.moma.org/collection/works/82240,http://www.moma.org/media/W1siZiIsIjM3OTQ2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=863ad07fb6373450
Me In My Brown Denim Personal Panel,Andrea Zittel,7525,American,Female,1998,Drawing,Drawings & Prints,82241,http://www.moma.org/collection/works/82241,http://www.moma.org/media/W1siZiIsIjIzNTA2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ae55bb9309e53e50
Point of Interest  --  An A-Z Land Brand,Andrea Zittel,7525,American,Female,1999,Drawing,Drawings & Prints,82242,http://www.moma.org/collection/works/82242,http://www.moma.org/media/W1siZiIsIjIzNTA3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dbe61e01028b9ac9
and she stepped in and couldn't believe what she'd seen - myself as a king-corrupted,Franz Ackermann,22669,German,Male,2001,Drawing,Drawings & Prints,82244,http://www.moma.org/collection/works/82244,http://www.moma.org/media/W1siZiIsIjkzODkwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3721aad2bd4e8904
Untitled (Corn),Troy Brauntuch,752,American,Male,2000,Drawing,Drawings & Prints,82245,http://www.moma.org/collection/works/82245,http://www.moma.org/media/W1siZiIsIjMyMTYxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5fab925d2fe02080
#61 Working Drawing,Ingrid Calame,22672,American,Female,2000,Drawing,Drawings & Prints,82246,http://www.moma.org/collection/works/82246,
23 KENWOOD AVENUE,Bruce Conner,1215,American,Male,1963,Drawing,Drawings & Prints,82247,http://www.moma.org/collection/works/82247,
Hobo,John Currin,8444,American,Male,2001,Drawing,Drawings & Prints,82248,http://www.moma.org/collection/works/82248,http://www.moma.org/media/W1siZiIsIjU2ODcwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=159530c47666b2ef
Untitled (Butterfly Prussian Blue),Iran do Espírito Santo,22683,Brazilian,Male,1998,Drawing,Drawings & Prints,82253,http://www.moma.org/collection/works/82253,http://www.moma.org/media/W1siZiIsIjY3NTExIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2f4ec8e0d946cf53
Untitled (Hand),Iran do Espírito Santo,22683,Brazilian,Male,1990,Drawing,Drawings & Prints,82254,http://www.moma.org/collection/works/82254,http://www.moma.org/media/W1siZiIsIjExNzI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=926b9247ab3faa7b
Untitled (Unbalanced Cross),Iran do Espírito Santo,22683,Brazilian,Male,1998,Drawing,Drawings & Prints,82255,http://www.moma.org/collection/works/82255,http://www.moma.org/media/W1siZiIsIjk3MTg5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8a73b793918bbf94
Untitled (Dual Ellipsis),Iran do Espírito Santo,22683,Brazilian,Male,1998,Drawing,Drawings & Prints,82256,http://www.moma.org/collection/works/82256,http://www.moma.org/media/W1siZiIsIjk3MTkwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=476f71c7bbc1a8aa
Untitled (Gold window),Iran do Espírito Santo,22683,Brazilian,Male,1998,Drawing,Drawings & Prints,82258,http://www.moma.org/collection/works/82258,http://www.moma.org/media/W1siZiIsIjExNzI5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=05e10acd648951c4
Untitled (red bricks block),Iran do Espírito Santo,22683,Brazilian,Male,1998,Drawing,Drawings & Prints,82259,http://www.moma.org/collection/works/82259,http://www.moma.org/media/W1siZiIsIjExNzI5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea8dd18ae6ac5180
Untitled (Modified Cross),Iran do Espírito Santo,22683,Brazilian,Male,1990,Drawing,Drawings & Prints,82260,http://www.moma.org/collection/works/82260,http://www.moma.org/media/W1siZiIsIjExNzMwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b984db7fdcb246c4
Untitled (green field),Iran do Espírito Santo,22683,Brazilian,Male,1999,Drawing,Drawings & Prints,82261,http://www.moma.org/collection/works/82261,http://www.moma.org/media/W1siZiIsIjMwNjU4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=449f7ee2a33a912b
Untitled (Silver - black stones),Iran do Espírito Santo,22683,Brazilian,Male,1999,Drawing,Drawings & Prints,82262,http://www.moma.org/collection/works/82262,http://www.moma.org/media/W1siZiIsIjExNzMwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=87d1c34c3f493b07
Ugh Sr. and Merle,Brad Kahlhamer,22697,American,Male,2001,Drawing,Drawings & Prints,82266,http://www.moma.org/collection/works/82266,http://www.moma.org/media/W1siZiIsIjM1Mjk4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b28cdc27fa629be
"Desde A até M (From A to M) From the series ""Mapas Mentais"" (Mental Maps)",Anna Maria Maiolino,8477,Brazilian,Female,1972,Drawing,Drawings & Prints,82267,http://www.moma.org/collection/works/82267,http://www.moma.org/media/W1siZiIsIjY3NTEyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c8498f8b3df170b2
Black Hole (Buraco Preto) from the series Holes/Drawing Objects (Os Buracos/Desenhos Objetos),Anna Maria Maiolino,8477,Brazilian,Female,1974,Drawing,Drawings & Prints,82268,http://www.moma.org/collection/works/82268,http://www.moma.org/media/W1siZiIsIjcxNzAyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1db8acd4eac9b7bf
"Untitled  From the series ""Aguadas""",Anna Maria Maiolino,8477,Brazilian,Female,1984,Drawing,Drawings & Prints,82269,http://www.moma.org/collection/works/82269,http://www.moma.org/media/W1siZiIsIjM3ODc1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4365fbc320c152dd
Untitled From the series Indexes (Indicios),Anna Maria Maiolino,8477,Brazilian,Female,2000,Drawing,Drawings & Prints,82270,http://www.moma.org/collection/works/82270,http://www.moma.org/media/W1siZiIsIjE3MTk1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb339ba0283a765f
"Untitled From the series ""Vestigios I"" (Vestiges I)",Anna Maria Maiolino,8477,Brazilian,Female,2000,Drawing,Drawings & Prints,82271,http://www.moma.org/collection/works/82271,http://www.moma.org/media/W1siZiIsIjE3MTAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ee780897ff89366
Portrait/Self-Portrait,Joan Miró,4016,Spanish,Male,1937,Drawing,Drawings & Prints,82272,http://www.moma.org/collection/works/82272,http://www.moma.org/media/W1siZiIsIjQzNjM2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=145f734d8392b1bf
For Luchita,Lee Mullican,4159,American,Male,1948,Drawing,Drawings & Prints,82274,http://www.moma.org/collection/works/82274,http://www.moma.org/media/W1siZiIsIjI5Mzk4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2ffb98adb5d57877
Happily I am Singing,Lee Mullican,4159,American,Male,1950,Drawing,Drawings & Prints,82276,http://www.moma.org/collection/works/82276,http://www.moma.org/media/W1siZiIsIjI5Mzk4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5ea77aec23145d03
Untitled (Pen Sketch),Manfred Pernice,22719,German,Male,1996,Drawing,Drawings & Prints,82283,http://www.moma.org/collection/works/82283,
"Untitled (Blue, Gold, White Squares)",Manfred Pernice,22719,German,Male,1997,Drawing,Drawings & Prints,82284,http://www.moma.org/collection/works/82284,
"Untitled (Blue Square, 2 Holes)",Manfred Pernice,22719,German,Male,1997,Drawing,Drawings & Prints,82285,http://www.moma.org/collection/works/82285,http://www.moma.org/media/W1siZiIsIjk1MTczIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2fc4298810579883
Untitled (Pen Drawing of Salavodor),Manfred Pernice,22719,German,Male,1997,Drawing,Drawings & Prints,82286,http://www.moma.org/collection/works/82286,http://www.moma.org/media/W1siZiIsIjgxMDc1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d541d1e3e8fb34e4
Untitled (Pencil Drawing with Green),Manfred Pernice,22719,German,Male,1997,Drawing,Drawings & Prints,82287,http://www.moma.org/collection/works/82287,
Untitled (Figure),Manfred Pernice,22719,German,Male,1998,Drawing,Drawings & Prints,82288,http://www.moma.org/collection/works/82288,
Untitled (A Drawing Relating to an Unrealized Public Project),Manfred Pernice,22719,German,Male,1998,Drawing,Drawings & Prints,82289,http://www.moma.org/collection/works/82289,
Untitled (Palace of Knossos),Manfred Pernice,22719,German,Male,1999,Drawing,Drawings & Prints,82291,http://www.moma.org/collection/works/82291,http://www.moma.org/media/W1siZiIsIjk1MTc0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=35fd0673d85dbf10
Untitled (Temple of Athena),Manfred Pernice,22719,German,Male,1999,Drawing,Drawings & Prints,82292,http://www.moma.org/collection/works/82292,
"as if he belonged. No one,",Jack Pierson,21446,American,Male,1991,Drawing,Drawings & Prints,82295,http://www.moma.org/collection/works/82295,http://www.moma.org/media/W1siZiIsIjEwNTc3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d42c094658390da6
"""Sculpture"" (""Plastik"")",Sigmar Polke,4671,German,Male,1968,Drawing,Drawings & Prints,82297,http://www.moma.org/collection/works/82297,http://www.moma.org/media/W1siZiIsIjI2NjI3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=10f99160a8b028f6
Linear Construction,Aleksandr Rodchenko,4975,Russian,Male,1920,Drawing,Drawings & Prints,82298,http://www.moma.org/collection/works/82298,http://www.moma.org/media/W1siZiIsIjU3MTMzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f9f42efe4eb7926b
Untitled (Red),Mira Schendel,7961,Brazilian,Female,1964,Drawing,Drawings & Prints,82301,http://www.moma.org/collection/works/82301,http://www.moma.org/media/W1siZiIsIjY3NTYwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=4fd0695670799d06
A-Z Escape Vehicle: 'Interior World Model',Andrea Zittel,7525,American,Female,1996,Drawing,Drawings & Prints,82309,http://www.moma.org/collection/works/82309,http://www.moma.org/media/W1siZiIsIjM0NzkyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49a1509c677729d5
F#4,Stephen Antonakos,196,American,Male,1985,Drawing,Drawings & Prints,82311,http://www.moma.org/collection/works/82311,http://www.moma.org/media/W1siZiIsIjI2Nzk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=026e9c4f4412ca3f
Shoulder Drawing,Marcia Hafif,8093,American,Female,1978,Drawing,Drawings & Prints,82315,http://www.moma.org/collection/works/82315,http://www.moma.org/media/W1siZiIsIjI2Nzk4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ceb147780d3e522
Untitled (TC/NH 1/94 #A07),Nancy Haynes,22738,American,Female,1994,Drawing,Drawings & Prints,82316,http://www.moma.org/collection/works/82316,http://www.moma.org/media/W1siZiIsIjI2Nzk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8a681b4acbf27db3
Drawing for Untitled 1973 Structure,Donald Judd,2948,American,Male,1972,Drawing,Drawings & Prints,82318,http://www.moma.org/collection/works/82318,http://www.moma.org/media/W1siZiIsIjI3MzI4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=48f1dbe7074e4536
Delicate Arc,Linda Lynch,22740,American,Female,1986,Drawing,Drawings & Prints,82319,http://www.moma.org/collection/works/82319,http://www.moma.org/media/W1siZiIsIjI4NjgwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b6c1fba28ce1dcca
Houston Drawing 3,Brice Marden,3758,American,Male,1973,Drawing,Drawings & Prints,82320,http://www.moma.org/collection/works/82320,http://www.moma.org/media/W1siZiIsIjIzNjc5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2c604962f5dda7de
Delta,Bruno Rousselot,22744,French,Male,1994,Drawing,Drawings & Prints,82321,http://www.moma.org/collection/works/82321,http://www.moma.org/media/W1siZiIsIjI2Nzk4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=139747df8dbb6ce0
Violet Brace Ensoulment,Alan Saret,5163,American,Male,1989,Drawing,Drawings & Prints,82322,http://www.moma.org/collection/works/82322,http://www.moma.org/media/W1siZiIsIjI2Nzk4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88533beab2239c23
T82-14,Jan J. Schoonhoven,5266,Dutch,Male,1982,Drawing,Drawings & Prints,82323,http://www.moma.org/collection/works/82323,http://www.moma.org/media/W1siZiIsIjI2Nzk4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ed6df3a09a8eb36
T62-103,Jan J. Schoonhoven,5266,Dutch,Male,1962,Drawing,Drawings & Prints,82324,http://www.moma.org/collection/works/82324,http://www.moma.org/media/W1siZiIsIjg4OTkyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f41a6dc8f6f4a873
Untitled (#9),Richard Tuttle,5983,American,Male,1974,Drawing,Drawings & Prints,82326,http://www.moma.org/collection/works/82326,http://www.moma.org/media/W1siZiIsIjEwMDg4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7849e4cf044a6f7
Untitled (#15),Richard Tuttle,5983,American,Male,1974,Drawing,Drawings & Prints,82327,http://www.moma.org/collection/works/82327,http://www.moma.org/media/W1siZiIsIjI4ODMzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=220cf1fda9e44e5a
Untitled (#21),Richard Tuttle,5983,American,Male,1974,Drawing,Drawings & Prints,82328,http://www.moma.org/collection/works/82328,http://www.moma.org/media/W1siZiIsIjI4ODMzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ab653d9b7428f89e
Polaris,Lawrence Weiner,6288,American,Male,1990,Drawing,Drawings & Prints,82329,http://www.moma.org/collection/works/82329,http://www.moma.org/media/W1siZiIsIjI0NDA3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d63cd7f7689505b
Untitled (triptych),Chris Finley,22751,American,Male,2000,Drawing,Drawings & Prints,82333,,
"Villa Savoye, Poissy-sur-Seine, France",Le Corbusier (Charles-Édouard Jeanneret),3426,French,Male,1932,Architecture,Architecture & Design,82339,http://www.moma.org/collection/works/82339,http://www.moma.org/media/W1siZiIsIjI1MTQ5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b481b92e45ee8fdb
"Villa Savoye, Poissy-sur-Seine, France",Pierre Jeanneret,2899,Swiss,Male,1932,Architecture,Architecture & Design,82339,http://www.moma.org/collection/works/82339,http://www.moma.org/media/W1siZiIsIjI1MTQ5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b481b92e45ee8fdb
"Palace of the Soviets, Moscow",Le Corbusier (Charles-Édouard Jeanneret),3426,French,Male,1932,Architecture,Architecture & Design,82340,http://www.moma.org/collection/works/82340,http://www.moma.org/media/W1siZiIsIjU4MzUyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=84c891a4b86e648c
"Palace of the Soviets, Moscow",Pierre Jeanneret,2899,Swiss,Male,1932,Architecture,Architecture & Design,82340,http://www.moma.org/collection/works/82340,http://www.moma.org/media/W1siZiIsIjU4MzUyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=84c891a4b86e648c
"Chapelle Notre-Dame-du-Haut, Ronchamp",Le Corbusier (Charles-Édouard Jeanneret),3426,French,Male,1950,Architecture,Architecture & Design,82341,http://www.moma.org/collection/works/82341,http://www.moma.org/media/W1siZiIsIjU4MzYyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f11d90f6da5f145d
Double Elvis,Andy Warhol,6246,American,Male,1963,Painting,Painting & Sculpture,82343,http://www.moma.org/collection/works/82343,http://www.moma.org/media/W1siZiIsIjQwMTIwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2577b391fc7017d4
"Edge of a City, Parallax Towers project, New York, NY",Steven Holl,2702,American,Male,1990,Architecture,Architecture & Design,82345,http://www.moma.org/collection/works/82345,
"Edge of a City, Parallax Towers project, New York, NY",Stephen Cassell,7610,American,Male,1990,Architecture,Architecture & Design,82345,http://www.moma.org/collection/works/82345,
"Alfred Newton Richards Medical Research Building, University of Pennsylvania, Philadelphia, PA (Overall building complex [final version])",Louis I. Kahn,2964,American,Male,1957,Architecture,Architecture & Design,82346,http://www.moma.org/collection/works/82346,http://www.moma.org/media/W1siZiIsIjYyMzk0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a1709f22e7839f8a
Untitled 8-17,Thomas Nozkowski,4344,American,Male,2001,Painting,Painting & Sculpture,82362,http://www.moma.org/collection/works/82362,http://www.moma.org/media/W1siZiIsIjE1NDE4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d559f8722fd9424
Untitled 8-19,Thomas Nozkowski,4344,American,Male,2001,Painting,Painting & Sculpture,82363,http://www.moma.org/collection/works/82363,http://www.moma.org/media/W1siZiIsIjE1ODEyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d95d127b1876af7f
"Les Terrasses, Villa Stein-de-Monzie, Garches, France",Le Corbusier (Charles-Édouard Jeanneret),3426,French,Male,1926,Architecture,Architecture & Design,82369,http://www.moma.org/collection/works/82369,http://www.moma.org/media/W1siZiIsIjYwOTk1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=14ad4d68a130c6e0
"Les Terrasses, Villa Stein-de-Monzie, Garches, France",Pierre Jeanneret,2899,Swiss,Male,1926,Architecture,Architecture & Design,82369,http://www.moma.org/collection/works/82369,http://www.moma.org/media/W1siZiIsIjYwOTk1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=14ad4d68a130c6e0
Tire,Roy Lichtenstein,3542,American,Male,1962,Painting,Painting & Sculpture,82377,http://www.moma.org/collection/works/82377,http://www.moma.org/media/W1siZiIsIjQyNjIwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=31ffc027b5a7240b
"Buckingham, Pennsylvania",Joel Sternfeld,5656,American,Male,1978,Photograph,Photography,82378,http://www.moma.org/collection/works/82378,http://www.moma.org/media/W1siZiIsIjM3NDYwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9a9ddc6abf4efc9a
"The Space Shuttle Columbia Lands at Kelly Lackland Air Force Base, San Antonio, Texas",Joel Sternfeld,5656,American,Male,1979,Photograph,Photography,82380,http://www.moma.org/collection/works/82380,http://www.moma.org/media/W1siZiIsIjM3NDYwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=10e3570dd3fdf508
"Near Tuscon, Arizona",Joel Sternfeld,5656,American,Male,1979,Photograph,Photography,82381,http://www.moma.org/collection/works/82381,http://www.moma.org/media/W1siZiIsIjM3NDYwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=61685a56d0af8b8c
